# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
0.453         	GAMG	8.361500e-01	2.626670e-03	1	true
0.454         	GAMG	8.362090e-01	2.623980e-03	1	true
0.455         	GAMG	8.362680e-01	2.621310e-03	1	true
0.456         	GAMG	8.363260e-01	2.618650e-03	1	true
0.457         	GAMG	8.363850e-01	2.616000e-03	1	true
0.458         	GAMG	8.364430e-01	2.613370e-03	1	true
0.459         	GAMG	8.365000e-01	2.610760e-03	1	true
0.46          	GAMG	8.365580e-01	2.608150e-03	1	true
0.461         	GAMG	8.366150e-01	2.605560e-03	1	true
0.462         	GAMG	8.366720e-01	2.602990e-03	1	true
0.463         	GAMG	8.367290e-01	2.600420e-03	1	true
0.464         	GAMG	8.367850e-01	2.597870e-03	1	true
0.465         	GAMG	8.368410e-01	2.595340e-03	1	true
0.466         	GAMG	8.368970e-01	2.592810e-03	1	true
0.467         	GAMG	8.369530e-01	2.590310e-03	1	true
0.468         	GAMG	8.370090e-01	2.587810e-03	1	true
0.469         	GAMG	8.370640e-01	2.585320e-03	1	true
0.47          	GAMG	8.371190e-01	2.582870e-03	1	true
0.471         	GAMG	8.371740e-01	2.580400e-03	1	true
0.472         	GAMG	8.372290e-01	2.577960e-03	1	true
0.473         	GAMG	8.372830e-01	2.575530e-03	1	true
0.474         	GAMG	8.373370e-01	2.573100e-03	1	true
0.475         	GAMG	8.373920e-01	2.570700e-03	1	true
0.476         	GAMG	8.374450e-01	2.568310e-03	1	true
0.477         	GAMG	8.374990e-01	2.565920e-03	1	true
0.478         	GAMG	8.375530e-01	2.563550e-03	1	true
0.479         	GAMG	8.376070e-01	2.561200e-03	1	true
0.48          	GAMG	8.376600e-01	2.558860e-03	1	true
0.481         	GAMG	8.377130e-01	2.556530e-03	1	true
0.482         	GAMG	8.377650e-01	2.554190e-03	1	true
0.483         	GAMG	8.378180e-01	2.551900e-03	1	true
0.484         	GAMG	8.378700e-01	2.549590e-03	1	true
0.485         	GAMG	8.379220e-01	2.547310e-03	1	true
0.486         	GAMG	8.379740e-01	2.545040e-03	1	true
0.487         	GAMG	8.380250e-01	2.542770e-03	1	true
0.488         	GAMG	8.380770e-01	2.540530e-03	1	true
0.489         	GAMG	8.381290e-01	2.538280e-03	1	true
0.49          	GAMG	8.381800e-01	2.536050e-03	1	true
0.491         	GAMG	8.382310e-01	2.533830e-03	1	true
0.492         	GAMG	8.382820e-01	2.531640e-03	1	true
0.493         	GAMG	8.383330e-01	2.529440e-03	1	true
0.494         	GAMG	8.383830e-01	2.527260e-03	1	true
0.495         	GAMG	8.384330e-01	2.525080e-03	1	true
0.496         	GAMG	8.384840e-01	2.522910e-03	1	true
0.497         	GAMG	8.385340e-01	2.520770e-03	1	true
0.498         	GAMG	8.385830e-01	2.518630e-03	1	true
0.499         	GAMG	8.386330e-01	2.516500e-03	1	true
0.5           	GAMG	8.386830e-01	2.514370e-03	1	true
0.501         	GAMG	8.387320e-01	2.512280e-03	1	true
0.502         	GAMG	8.387810e-01	2.510170e-03	1	true
0.503         	GAMG	8.388300e-01	2.508090e-03	1	true
0.504         	GAMG	8.388790e-01	2.506010e-03	1	true
0.505         	GAMG	8.389280e-01	2.503940e-03	1	true
0.506         	GAMG	8.389760e-01	2.501880e-03	1	true
0.507         	GAMG	8.390240e-01	2.499850e-03	1	true
0.508         	GAMG	8.390730e-01	2.497800e-03	1	true
0.509         	GAMG	8.391210e-01	2.495780e-03	1	true
0.51          	GAMG	8.391690e-01	2.493760e-03	1	true
0.511         	GAMG	8.392170e-01	2.491750e-03	1	true
0.512         	GAMG	8.392650e-01	2.489750e-03	1	true
0.513         	GAMG	8.393120e-01	2.487760e-03	1	true
0.514         	GAMG	8.393590e-01	2.485790e-03	1	true
0.515         	GAMG	8.394060e-01	2.483820e-03	1	true
0.516         	GAMG	8.394540e-01	2.481860e-03	1	true
0.517         	GAMG	8.395010e-01	2.479910e-03	1	true
0.518         	GAMG	8.395480e-01	2.477980e-03	1	true
0.519         	GAMG	8.395940e-01	2.476050e-03	1	true
0.52          	GAMG	8.396410e-01	2.474130e-03	1	true
0.521         	GAMG	8.396870e-01	2.472220e-03	1	true
0.522         	GAMG	8.397340e-01	2.470310e-03	1	true
0.523         	GAMG	8.397810e-01	2.468420e-03	1	true
0.524         	GAMG	8.398270e-01	2.466540e-03	1	true
0.525         	GAMG	8.398730e-01	2.464660e-03	1	true
0.526         	GAMG	8.399190e-01	2.462790e-03	1	true
0.527         	GAMG	8.399620e-01	2.460930e-03	1	true
0.528         	GAMG	8.400040e-01	2.459070e-03	1	true
0.529         	GAMG	8.400440e-01	2.457220e-03	1	true
0.53          	GAMG	8.400840e-01	2.455360e-03	1	true
0.531         	GAMG	8.401240e-01	2.453540e-03	1	true
0.532         	GAMG	8.401630e-01	2.451710e-03	1	true
0.533         	GAMG	8.402030e-01	2.449880e-03	1	true
0.534         	GAMG	8.402420e-01	2.448080e-03	1	true
0.535         	GAMG	8.402810e-01	2.446280e-03	1	true
0.536         	GAMG	8.403200e-01	2.444480e-03	1	true
0.537         	GAMG	8.403590e-01	2.442700e-03	1	true
0.538         	GAMG	8.403980e-01	2.440920e-03	1	true
0.539         	GAMG	8.404370e-01	2.439160e-03	1	true
0.54          	GAMG	8.404750e-01	2.437400e-03	1	true
0.541         	GAMG	8.405130e-01	2.435650e-03	1	true
0.542         	GAMG	8.405510e-01	2.433910e-03	1	true
0.543         	GAMG	8.405890e-01	2.432180e-03	1	true
0.544         	GAMG	8.406280e-01	2.430440e-03	1	true
0.545         	GAMG	8.406650e-01	2.428740e-03	1	true
0.546         	GAMG	8.407030e-01	2.427020e-03	1	true
0.547         	GAMG	8.407410e-01	2.425310e-03	1	true
0.548         	GAMG	8.407790e-01	2.423620e-03	1	true
0.549         	GAMG	8.408160e-01	2.421950e-03	1	true
0.55          	GAMG	8.408530e-01	2.420260e-03	1	true
0.551         	GAMG	8.408910e-01	2.418590e-03	1	true
0.552         	GAMG	8.409280e-01	2.416940e-03	1	true
0.553         	GAMG	8.409640e-01	2.415270e-03	1	true
0.554         	GAMG	8.410010e-01	2.413630e-03	1	true
0.555         	GAMG	8.410380e-01	2.411990e-03	1	true
0.556         	GAMG	8.410740e-01	2.410360e-03	1	true
0.557         	GAMG	8.411100e-01	2.408730e-03	1	true
0.558         	GAMG	8.411470e-01	2.407100e-03	1	true
0.559         	GAMG	8.411830e-01	2.405500e-03	1	true
0.56          	GAMG	8.412190e-01	2.403890e-03	1	true
0.561         	GAMG	8.412550e-01	2.402300e-03	1	true
0.562         	GAMG	8.412910e-01	2.400710e-03	1	true
0.563         	GAMG	8.413270e-01	2.399120e-03	1	true
0.564         	GAMG	8.413620e-01	2.397540e-03	1	true
0.565         	GAMG	8.413970e-01	2.395990e-03	1	true
0.566         	GAMG	8.414320e-01	2.394410e-03	1	true
0.567         	GAMG	8.414670e-01	2.392860e-03	1	true
0.568         	GAMG	8.415030e-01	2.391320e-03	1	true
0.569         	GAMG	8.415380e-01	2.389770e-03	1	true
0.57          	GAMG	8.415730e-01	2.388240e-03	1	true
0.571         	GAMG	8.416080e-01	2.386710e-03	1	true
0.572         	GAMG	8.416430e-01	2.385190e-03	1	true
0.573         	GAMG	8.416770e-01	2.383680e-03	1	true
0.574         	GAMG	8.417120e-01	2.382170e-03	1	true
0.575         	GAMG	8.417460e-01	2.380680e-03	1	true
0.576         	GAMG	8.417810e-01	2.379180e-03	1	true
0.577         	GAMG	8.418140e-01	2.377690e-03	1	true
0.578         	GAMG	8.418490e-01	2.376210e-03	1	true
0.579         	GAMG	8.418820e-01	2.374730e-03	1	true
0.58          	GAMG	8.419160e-01	2.373270e-03	1	true
0.581         	GAMG	8.419500e-01	2.371800e-03	1	true
0.582         	GAMG	8.419840e-01	2.370360e-03	1	true
0.583         	GAMG	8.420170e-01	2.368900e-03	1	true
0.584         	GAMG	8.420500e-01	2.367460e-03	1	true
0.585         	GAMG	8.420830e-01	2.366020e-03	1	true
0.586         	GAMG	8.421170e-01	2.364580e-03	1	true
0.587         	GAMG	8.421500e-01	2.363160e-03	1	true
0.588         	GAMG	8.421830e-01	2.361750e-03	1	true
0.589         	GAMG	8.422150e-01	2.360340e-03	1	true
0.59          	GAMG	8.422480e-01	2.358930e-03	1	true
0.591         	GAMG	8.422810e-01	2.357540e-03	1	true
0.592         	GAMG	8.423130e-01	2.356130e-03	1	true
0.593         	GAMG	8.423460e-01	2.354750e-03	1	true
0.594         	GAMG	8.423780e-01	2.353370e-03	1	true
0.595         	GAMG	8.424100e-01	2.351990e-03	1	true
0.596         	GAMG	8.424430e-01	2.350620e-03	1	true
0.597         	GAMG	8.424750e-01	2.349260e-03	1	true
0.598         	GAMG	8.425070e-01	2.347900e-03	1	true
0.599         	GAMG	8.425390e-01	2.346550e-03	1	true
0.6           	GAMG	8.425710e-01	2.345200e-03	1	true
0.601         	GAMG	8.426030e-01	2.343860e-03	1	true
0.602         	GAMG	8.426340e-01	2.342530e-03	1	true
0.603         	GAMG	8.426660e-01	2.341200e-03	1	true
0.604         	GAMG	8.426970e-01	2.339870e-03	1	true
0.605         	GAMG	8.427290e-01	2.338560e-03	1	true
0.606         	GAMG	8.427600e-01	2.337240e-03	1	true
0.607         	GAMG	8.427910e-01	2.335940e-03	1	true
0.608         	GAMG	8.428220e-01	2.334630e-03	1	true
0.609         	GAMG	8.428540e-01	2.333340e-03	1	true
0.61          	GAMG	8.428850e-01	2.332060e-03	1	true
0.611         	GAMG	8.429160e-01	2.330770e-03	1	true
0.612         	GAMG	8.429470e-01	2.329490e-03	1	true
0.613         	GAMG	8.429780e-01	2.328230e-03	1	true
0.614         	GAMG	8.430090e-01	2.326940e-03	1	true
0.615         	GAMG	8.430390e-01	2.325690e-03	1	true
0.616         	GAMG	8.430700e-01	2.324420e-03	1	true
0.617         	GAMG	8.431010e-01	2.323180e-03	1	true
0.618         	GAMG	8.431310e-01	2.321930e-03	1	true
0.619         	GAMG	8.431620e-01	2.320690e-03	1	true
0.62          	GAMG	8.431920e-01	2.319470e-03	1	true
0.621         	GAMG	8.432230e-01	2.318230e-03	1	true
0.622         	GAMG	8.432530e-01	2.317010e-03	1	true
0.623         	GAMG	8.432830e-01	2.315780e-03	1	true
0.624         	GAMG	8.433130e-01	2.314570e-03	1	true
0.625         	GAMG	8.433430e-01	2.313360e-03	1	true
0.626         	GAMG	8.433730e-01	2.312160e-03	1	true
0.627         	GAMG	8.434030e-01	2.310970e-03	1	true
0.628         	GAMG	8.434330e-01	2.309770e-03	1	true
0.629         	GAMG	8.434630e-01	2.308580e-03	1	true
0.63          	GAMG	8.434920e-01	2.307390e-03	1	true
0.631         	GAMG	8.435220e-01	2.306220e-03	1	true
0.632         	GAMG	8.435520e-01	2.305040e-03	1	true
0.633         	GAMG	8.435810e-01	2.303890e-03	1	true
0.634         	GAMG	8.436100e-01	2.302710e-03	1	true
0.635         	GAMG	8.436400e-01	2.301550e-03	1	true
0.636         	GAMG	8.436690e-01	2.300410e-03	1	true
0.637         	GAMG	8.436980e-01	2.299250e-03	1	true
0.638         	GAMG	8.437270e-01	2.298100e-03	1	true
0.639         	GAMG	8.437560e-01	2.296970e-03	1	true
0.64          	GAMG	8.437850e-01	2.295830e-03	1	true
0.641         	GAMG	8.438140e-01	2.294710e-03	1	true
0.642         	GAMG	8.438440e-01	2.293580e-03	1	true
0.643         	GAMG	8.438730e-01	2.292460e-03	1	true
0.644         	GAMG	8.439020e-01	2.291340e-03	1	true
0.645         	GAMG	8.439300e-01	2.290230e-03	1	true
0.646         	GAMG	8.439590e-01	2.289120e-03	1	true
0.647         	GAMG	8.439880e-01	2.288020e-03	1	true
0.648         	GAMG	8.440160e-01	2.286920e-03	1	true
0.649         	GAMG	8.440440e-01	2.285830e-03	1	true
0.65          	GAMG	8.440730e-01	2.284740e-03	1	true
0.651         	GAMG	8.441010e-01	2.283660e-03	1	true
0.652         	GAMG	8.441290e-01	2.282570e-03	1	true
0.653         	GAMG	8.441580e-01	2.281500e-03	1	true
0.654         	GAMG	8.441860e-01	2.280430e-03	1	true
0.655         	GAMG	8.442140e-01	2.279370e-03	1	true
0.656         	GAMG	8.442430e-01	2.278290e-03	1	true
0.657         	GAMG	8.442720e-01	2.277240e-03	1	true
0.658         	GAMG	8.443000e-01	2.276190e-03	1	true
0.659         	GAMG	8.443270e-01	2.275140e-03	1	true
0.66          	GAMG	8.443550e-01	2.274090e-03	1	true
0.661         	GAMG	8.443830e-01	2.273050e-03	1	true
0.662         	GAMG	8.444100e-01	2.272020e-03	1	true
0.663         	GAMG	8.444380e-01	2.270980e-03	1	true
0.664         	GAMG	8.444660e-01	2.269950e-03	1	true
0.665         	GAMG	8.444930e-01	2.268930e-03	1	true
0.666         	GAMG	8.445210e-01	2.267900e-03	1	true
0.667         	GAMG	8.445480e-01	2.266880e-03	1	true
0.668         	GAMG	8.445760e-01	2.265880e-03	1	true
0.669         	GAMG	8.446030e-01	2.264860e-03	1	true
0.67          	GAMG	8.446300e-01	2.263860e-03	1	true
0.671         	GAMG	8.446570e-01	2.262860e-03	1	true
0.672         	GAMG	8.446840e-01	2.261870e-03	1	true
0.673         	GAMG	8.447110e-01	2.260870e-03	1	true
0.674         	GAMG	8.447380e-01	2.259870e-03	1	true
0.675         	GAMG	8.447650e-01	2.258900e-03	1	true
0.676         	GAMG	8.447920e-01	2.257910e-03	1	true
0.677         	GAMG	8.448190e-01	2.256940e-03	1	true
0.678         	GAMG	8.448450e-01	2.255960e-03	1	true
0.679         	GAMG	8.448720e-01	2.255000e-03	1	true
0.68          	GAMG	8.448990e-01	2.254020e-03	1	true
0.681         	GAMG	8.449260e-01	2.253070e-03	1	true
0.682         	GAMG	8.449530e-01	2.252110e-03	1	true
0.683         	GAMG	8.449790e-01	2.251160e-03	1	true
0.684         	GAMG	8.450050e-01	2.250210e-03	1	true
0.685         	GAMG	8.450310e-01	2.249260e-03	1	true
0.686         	GAMG	8.450580e-01	2.248320e-03	1	true
0.687         	GAMG	8.450840e-01	2.247390e-03	1	true
0.688         	GAMG	8.451100e-01	2.246450e-03	1	true
0.689         	GAMG	8.451360e-01	2.245510e-03	1	true
0.69          	GAMG	8.451620e-01	2.244580e-03	1	true
0.691         	GAMG	8.451870e-01	2.243660e-03	1	true
0.692         	GAMG	8.452140e-01	2.242740e-03	1	true
0.693         	GAMG	8.452400e-01	2.241820e-03	1	true
0.694         	GAMG	8.452660e-01	2.240910e-03	1	true
0.695         	GAMG	8.452910e-01	2.240000e-03	1	true
0.696         	GAMG	8.453180e-01	2.239090e-03	1	true
0.697         	GAMG	8.453430e-01	2.238190e-03	1	true
0.698         	GAMG	8.453690e-01	2.237290e-03	1	true
0.699         	GAMG	8.453940e-01	2.236400e-03	1	true
0.7           	GAMG	8.454200e-01	2.235500e-03	1	true
0.701         	GAMG	8.454450e-01	2.234620e-03	1	true
0.702         	GAMG	8.454700e-01	2.233730e-03	1	true
0.703         	GAMG	8.454950e-01	2.232860e-03	1	true
0.704         	GAMG	8.455200e-01	2.231980e-03	1	true
0.705         	GAMG	8.455450e-01	2.231090e-03	1	true
0.706         	GAMG	8.455700e-01	2.230220e-03	1	true
0.707         	GAMG	8.455950e-01	2.229350e-03	1	true
0.708         	GAMG	8.456200e-01	2.228490e-03	1	true
0.709         	GAMG	8.456440e-01	2.227620e-03	1	true
0.71          	GAMG	8.456690e-01	2.226770e-03	1	true
0.711         	GAMG	8.456930e-01	2.225910e-03	1	true
0.712         	GAMG	8.457180e-01	2.225060e-03	1	true
0.713         	GAMG	8.457420e-01	2.224210e-03	1	true
0.714         	GAMG	8.457660e-01	2.223370e-03	1	true
0.715         	GAMG	8.457910e-01	2.222520e-03	1	true
0.716         	GAMG	8.458150e-01	2.221690e-03	1	true
0.717         	GAMG	8.458390e-01	2.220830e-03	1	true
0.718         	GAMG	8.458630e-01	2.220010e-03	1	true
0.719         	GAMG	8.458870e-01	2.219180e-03	1	true
0.72          	GAMG	8.459110e-01	2.218360e-03	1	true
0.721         	GAMG	8.459350e-01	2.217520e-03	1	true
0.722         	GAMG	8.459580e-01	2.216710e-03	1	true
0.723         	GAMG	8.459820e-01	2.215890e-03	1	true
0.724         	GAMG	8.460060e-01	2.215070e-03	1	true
0.725         	GAMG	8.460300e-01	2.214270e-03	1	true
0.726         	GAMG	8.460540e-01	2.213460e-03	1	true
0.727         	GAMG	8.460770e-01	2.212650e-03	1	true
0.728         	GAMG	8.461010e-01	2.211850e-03	1	true
0.729         	GAMG	8.461240e-01	2.211040e-03	1	true
0.73          	GAMG	8.461480e-01	2.210260e-03	1	true
0.731         	GAMG	8.461710e-01	2.209460e-03	1	true
0.732         	GAMG	8.461950e-01	2.208660e-03	1	true
0.733         	GAMG	8.462180e-01	2.207890e-03	1	true
0.734         	GAMG	8.462400e-01	2.207090e-03	1	true
0.735         	GAMG	8.462620e-01	2.206310e-03	1	true
0.736         	GAMG	8.462840e-01	2.205530e-03	1	true
0.737         	GAMG	8.463050e-01	2.204740e-03	1	true
0.738         	GAMG	8.463260e-01	2.203960e-03	1	true
0.739         	GAMG	8.463480e-01	2.203200e-03	1	true
0.74          	GAMG	8.463690e-01	2.202410e-03	1	true
0.741         	GAMG	8.463890e-01	2.201650e-03	1	true
0.742         	GAMG	8.464100e-01	2.200880e-03	1	true
0.743         	GAMG	8.464310e-01	2.200110e-03	1	true
0.744         	GAMG	8.464520e-01	2.199350e-03	1	true
0.745         	GAMG	8.464720e-01	2.198590e-03	1	true
0.746         	GAMG	8.464930e-01	2.197840e-03	1	true
0.747         	GAMG	8.465130e-01	2.197090e-03	1	true
0.748         	GAMG	8.465330e-01	2.196330e-03	1	true
0.749         	GAMG	8.465520e-01	2.195570e-03	1	true
0.75          	GAMG	8.465720e-01	2.194840e-03	1	true
0.751         	GAMG	8.465910e-01	2.194090e-03	1	true
0.752         	GAMG	8.466110e-01	2.193350e-03	1	true
0.753         	GAMG	8.466300e-01	2.192610e-03	1	true
0.754         	GAMG	8.466500e-01	2.191870e-03	1	true
0.755         	GAMG	8.466690e-01	2.191140e-03	1	true
0.756         	GAMG	8.466880e-01	2.190410e-03	1	true
0.757         	GAMG	8.467070e-01	2.189680e-03	1	true
0.758         	GAMG	8.467260e-01	2.188960e-03	1	true
0.759         	GAMG	8.467450e-01	2.188240e-03	1	true
0.76          	GAMG	8.467630e-01	2.187510e-03	1	true
0.761         	GAMG	8.467820e-01	2.186810e-03	1	true
0.762         	GAMG	8.468010e-01	2.186090e-03	1	true
0.763         	GAMG	8.468190e-01	2.185370e-03	1	true
0.764         	GAMG	8.468370e-01	2.184660e-03	1	true
0.765         	GAMG	8.468550e-01	2.183960e-03	1	true
0.766         	GAMG	8.468730e-01	2.183250e-03	1	true
0.767         	GAMG	8.468910e-01	2.182560e-03	1	true
0.768         	GAMG	8.469090e-01	2.181850e-03	1	true
0.769         	GAMG	8.469270e-01	2.181160e-03	1	true
0.77          	GAMG	8.469450e-01	2.180450e-03	1	true
0.771         	GAMG	8.469620e-01	2.179780e-03	1	true
0.772         	GAMG	8.469790e-01	2.179070e-03	1	true
0.773         	GAMG	8.469970e-01	2.178390e-03	1	true
0.774         	GAMG	8.470140e-01	2.177710e-03	1	true
0.775         	GAMG	8.470310e-01	2.177020e-03	1	true
0.776         	GAMG	8.470480e-01	2.176340e-03	1	true
0.777         	GAMG	8.470650e-01	2.175660e-03	1	true
0.778         	GAMG	8.470810e-01	2.174990e-03	1	true
0.779         	GAMG	8.470980e-01	2.174310e-03	1	true
0.78          	GAMG	8.471140e-01	2.173640e-03	1	true
0.781         	GAMG	8.471310e-01	2.172970e-03	1	true
0.782         	GAMG	8.471470e-01	2.172300e-03	1	true
0.783         	GAMG	8.471630e-01	2.171640e-03	1	true
0.784         	GAMG	8.471800e-01	2.170970e-03	1	true
0.785         	GAMG	8.471950e-01	2.170320e-03	1	true
0.786         	GAMG	8.472110e-01	2.169660e-03	1	true
0.787         	GAMG	8.472270e-01	2.169000e-03	1	true
0.788         	GAMG	8.472420e-01	2.168350e-03	1	true
0.789         	GAMG	8.472570e-01	2.167690e-03	1	true
0.79          	GAMG	8.472730e-01	2.167050e-03	1	true
0.791         	GAMG	8.472880e-01	2.166400e-03	1	true
0.792         	GAMG	8.473030e-01	2.165760e-03	1	true
0.793         	GAMG	8.473180e-01	2.165110e-03	1	true
0.794         	GAMG	8.473330e-01	2.164480e-03	1	true
0.795         	GAMG	8.473480e-01	2.163840e-03	1	true
0.796         	GAMG	8.473620e-01	2.163200e-03	1	true
0.797         	GAMG	8.473770e-01	2.162570e-03	1	true
0.798         	GAMG	8.473910e-01	2.161940e-03	1	true
0.799         	GAMG	8.474060e-01	2.161310e-03	1	true
0.8           	GAMG	8.474200e-01	2.160680e-03	1	true
0.801         	GAMG	8.474330e-01	2.160060e-03	1	true
0.802         	GAMG	8.474470e-01	2.159430e-03	1	true
0.803         	GAMG	8.474610e-01	2.158820e-03	1	true
0.804         	GAMG	8.474740e-01	2.158210e-03	1	true
0.805         	GAMG	8.474880e-01	2.157590e-03	1	true
0.806         	GAMG	8.475010e-01	2.156980e-03	1	true
0.807         	GAMG	8.475140e-01	2.156370e-03	1	true
0.808         	GAMG	8.475270e-01	2.155770e-03	1	true
0.809         	GAMG	8.475400e-01	2.155160e-03	1	true
0.81          	GAMG	8.475530e-01	2.154570e-03	1	true
0.811         	GAMG	8.475650e-01	2.153980e-03	1	true
0.812         	GAMG	8.475770e-01	2.153400e-03	1	true
0.813         	GAMG	8.475890e-01	2.152810e-03	1	true
0.814         	GAMG	8.476010e-01	2.152250e-03	1	true
0.815         	GAMG	8.476150e-01	2.151690e-03	1	true
0.816         	GAMG	8.476290e-01	2.151160e-03	1	true
0.817         	GAMG	8.476430e-01	2.150650e-03	1	true
0.818         	GAMG	8.476550e-01	2.148970e-03	1	true
0.819         	GAMG	8.476750e-01	2.148030e-03	1	true
0.82          	GAMG	8.476700e-01	2.147930e-03	1	true
0.821         	GAMG	8.476810e-01	2.147460e-03	1	true
0.822         	GAMG	8.476940e-01	2.146930e-03	1	true
0.823         	GAMG	8.478160e-01	2.143800e-03	1	true
0.824         	GAMG	8.477240e-01	2.145040e-03	1	true
0.825         	GAMG	8.477360e-01	2.144900e-03	1	true
0.826         	GAMG	8.477520e-01	2.144430e-03	1	true
0.827         	GAMG	8.477670e-01	2.143910e-03	1	true
0.828         	GAMG	8.477820e-01	2.143390e-03	1	true
0.829         	GAMG	8.477970e-01	2.142860e-03	1	true
0.83          	GAMG	8.478120e-01	2.142340e-03	1	true
0.831         	GAMG	8.478260e-01	2.141790e-03	1	true
0.832         	GAMG	8.478400e-01	2.141260e-03	1	true
0.833         	GAMG	8.478540e-01	2.140730e-03	1	true
0.834         	GAMG	8.478670e-01	2.140180e-03	1	true
0.835         	GAMG	8.478810e-01	2.139630e-03	1	true
0.836         	GAMG	8.478930e-01	2.139090e-03	1	true
0.837         	GAMG	8.479050e-01	2.138550e-03	1	true
0.838         	GAMG	8.479180e-01	2.138010e-03	1	true
0.839         	GAMG	8.479290e-01	2.137450e-03	1	true
0.84          	GAMG	8.479410e-01	2.136920e-03	1	true
0.841         	GAMG	8.479530e-01	2.136370e-03	1	true
0.842         	GAMG	8.479640e-01	2.135830e-03	1	true
0.843         	GAMG	8.479750e-01	2.135280e-03	1	true
0.844         	GAMG	8.479860e-01	2.134750e-03	1	true
0.845         	GAMG	8.479970e-01	2.134200e-03	1	true
0.846         	GAMG	8.480070e-01	2.133660e-03	1	true
0.847         	GAMG	8.480180e-01	2.133130e-03	1	true
0.848         	GAMG	8.480280e-01	2.132580e-03	1	true
0.849         	GAMG	8.480390e-01	2.132060e-03	1	true
0.85          	GAMG	8.480490e-01	2.131530e-03	1	true
0.851         	GAMG	8.480590e-01	2.130980e-03	1	true
0.852         	GAMG	8.480680e-01	2.130450e-03	1	true
0.853         	GAMG	8.480780e-01	2.129930e-03	1	true
0.854         	GAMG	8.480880e-01	2.129400e-03	1	true
0.855         	GAMG	8.480980e-01	2.128880e-03	1	true
0.856         	GAMG	8.481070e-01	2.128350e-03	1	true
0.857         	GAMG	8.481160e-01	2.127820e-03	1	true
0.858         	GAMG	8.481260e-01	2.127300e-03	1	true
0.859         	GAMG	8.481340e-01	2.126780e-03	1	true
0.86          	GAMG	8.481430e-01	2.126270e-03	1	true
0.861         	GAMG	8.481520e-01	2.125740e-03	1	true
0.862         	GAMG	8.481600e-01	2.125230e-03	1	true
0.863         	GAMG	8.481690e-01	2.124710e-03	1	true
0.864         	GAMG	8.481770e-01	2.124200e-03	1	true
0.865         	GAMG	8.481850e-01	2.123690e-03	1	true
0.866         	GAMG	8.481930e-01	2.123180e-03	1	true
0.867         	GAMG	8.482000e-01	2.122670e-03	1	true
0.868         	GAMG	8.482080e-01	2.122170e-03	1	true
0.869         	GAMG	8.482150e-01	2.121660e-03	1	true
0.87          	GAMG	8.482230e-01	2.121170e-03	1	true
0.871         	GAMG	8.482300e-01	2.120650e-03	1	true
0.872         	GAMG	8.482370e-01	2.120150e-03	1	true
0.873         	GAMG	8.482440e-01	2.119640e-03	1	true
0.874         	GAMG	8.482500e-01	2.119180e-03	1	true
0.875         	GAMG	8.482590e-01	2.118760e-03	1	true
0.876         	GAMG	8.482630e-01	2.118220e-03	1	true
0.877         	GAMG	8.482690e-01	2.117730e-03	1	true
0.878         	GAMG	8.482750e-01	2.117260e-03	1	true
0.879         	GAMG	8.482810e-01	2.116780e-03	1	true
0.88          	GAMG	8.482880e-01	2.116310e-03	1	true
0.881         	GAMG	8.482930e-01	2.115910e-03	1	true
0.882         	GAMG	8.483010e-01	2.115480e-03	1	true
0.883         	GAMG	8.483100e-01	2.115170e-03	1	true
0.884         	GAMG	8.483240e-01	2.114940e-03	1	true
0.885         	GAMG	8.483500e-01	2.115240e-03	1	true
0.886         	GAMG	8.483790e-01	2.110570e-03	1	true
0.887         	GAMG	8.483570e-01	2.110900e-03	1	true
0.888         	GAMG	8.483270e-01	2.111650e-03	1	true
0.889         	GAMG	8.484000e-01	2.108910e-03	1	true
0.89          	GAMG	8.483300e-01	2.111170e-03	1	true
0.891         	GAMG	8.483380e-01	2.110790e-03	1	true
0.892         	GAMG	8.483450e-01	2.110240e-03	1	true
0.893         	GAMG	8.483510e-01	2.109820e-03	1	true
0.894         	GAMG	8.483570e-01	2.109310e-03	1	true
0.895         	GAMG	8.483630e-01	2.108870e-03	1	true
0.896         	GAMG	8.483690e-01	2.108360e-03	1	true
0.897         	GAMG	8.483740e-01	2.107920e-03	1	true
0.898         	GAMG	8.483790e-01	2.107420e-03	1	true
0.899         	GAMG	8.483830e-01	2.106990e-03	1	true
0.9           	GAMG	8.483890e-01	2.106490e-03	1	true
0.901         	GAMG	8.483940e-01	2.106060e-03	1	true
0.902         	GAMG	8.483970e-01	2.105560e-03	1	true
0.903         	GAMG	8.484000e-01	2.105120e-03	1	true
0.904         	GAMG	8.484040e-01	2.104620e-03	1	true
0.905         	GAMG	8.484070e-01	2.104200e-03	1	true
0.906         	GAMG	8.484100e-01	2.103700e-03	1	true
0.907         	GAMG	8.484130e-01	2.103260e-03	1	true
0.908         	GAMG	8.484160e-01	2.102780e-03	1	true
0.909         	GAMG	8.484180e-01	2.102340e-03	1	true
0.91          	GAMG	8.484210e-01	2.101870e-03	1	true
0.911         	GAMG	8.484230e-01	2.101430e-03	1	true
0.912         	GAMG	8.484250e-01	2.100960e-03	1	true
0.913         	GAMG	8.484270e-01	2.100510e-03	1	true
0.914         	GAMG	8.484280e-01	2.100050e-03	1	true
0.915         	GAMG	8.484290e-01	2.099610e-03	1	true
0.916         	GAMG	8.484300e-01	2.099150e-03	1	true
